task_id,topic_id,topic_label,representative_doc
1214236206544100,17,owner_ma_direct owner_asset,please create [person] views for [client] [client] views devops - missing data - adjusted cost basis see eu [id] groupings position columns top level household adjusted cost basis (reference currency)
1213609087203339,2,invoices_sent email_sent_email,prepare and send client invoices prepare all invoices by the last week of the month prior to the beginning of the new quarter. send invoices before the 1st. q1 invoices should be sent prior to january
1214119077830197,17,owner_ma_direct owner_asset,please create [person] views for [client] [client] views devops - missing data - adjusted cost basis see eu [id] groupings position columns top level household adjusted cost basis (reference currency)
1213320492650158,19,meeting_reminder_schedule_follow,schedule a review meeting with the sisters
1210477464671510,0,account_accounts_new account_new,"new account please add/process the new boyer account as outlined by below [person] [email] new account investment account please provide contact information for your primary contact (e.g., name, phone"
1209173529687251,0,account_accounts_new account_new,"new account please add/process the new boyer account as outlined by below [person] [email] new account investment account please provide contact information for your primary contact (e.g., name, phone"
1205538026541333,9,ownership_client_trust_person,"[person] [client] , llc ownership change"
1214050866728231,19,meeting_reminder_schedule_follow,schedule a review meeting with the sisters
1214576691093815,16,distribution_distributions_received_transaction type,"4618 world parkway - verify latest transactions have been captured by $5,400 distribution received in jan, april, july and october every year."
1210318659785218,0,account_accounts_new account_new,"new account please add/process the new boyer account as outlined by below [person] [email] new account investment account please provide contact information for your primary contact (e.g., name, phone"
1213720909999614,8,llc_person llc_series_preferred,"ellipse world, inc. – series b-2 down round / nav update hi team, one of our portfolio companies, ellipse world, inc., closed a series b-2 preferred stock financing on may 5, 2026 (stockholder consent"
1213973402155185,19,meeting_reminder_schedule_follow,schedule a review meeting with the sisters
1213891304458526,0,account_accounts_new account_new,"new account please add/process the new boyer account as outlined by below [person] [email] new account investment account please provide contact information for your primary contact (e.g., name, phone"
1211295493683330,0,account_accounts_new account_new,"new account please add/process the new boyer account as outlined by below [person] [email] new account investment account please provide contact information for your primary contact (e.g., name, phone"
1213882008376475,11,k1_llc_lp_investments,reminder task: [client] and/or [person] if they'd like us to capture/store k-1s in [person] for unlinked direct deals ask [client] and [person] if they'd like us to capture/store k-1s in [person] for 
1213892170378842,0,account_accounts_new account_new,"new account please add/process the new boyer account as outlined by below [person] [email] new account investment account please provide contact information for your primary contact (e.g., name, phone"
1213881919232601,8,llc_person llc_series_preferred,"ellipse world, inc. – series b-2 down round / nav update hi team, one of our portfolio companies, ellipse world, inc., closed a series b-2 preferred stock financing on may 5, 2026 (stockholder consent"
1213812839186193,0,account_accounts_new account_new,"new account please add/process the new boyer account as outlined by below [person] [email] new account investment account please provide contact information for your primary contact (e.g., name, phone"
1213812797309489,0,account_accounts_new account_new,"new account please add/process the new boyer account as outlined by below [person] [email] new account investment account please provide contact information for your primary contact (e.g., name, phone"
1213813173691912,0,account_accounts_new account_new,"new account please add/process the new boyer account as outlined by below [person] [email] new account investment account please provide contact information for your primary contact (e.g., name, phone"
1213813352465882,0,account_accounts_new account_new,"new account please add/process the new boyer account as outlined by below [person] [email] new account investment account please provide contact information for your primary contact (e.g., name, phone"
1213729078305819,19,meeting_reminder_schedule_follow,schedule a review meeting with the sisters
1213609853058937,4,yes_access_yes yes_person,"give [person], [person], [person] and [person] access to [person]"
1211455631353183,13,id_id id_investors_private,"please hide the following positions with a $0 value, if there are any transaction please move them to positions - see ids mapped to entity id's ids mapped to [person] [id] [id] [id] [id] [id] [id] [id"
1213503530817814,0,account_accounts_new account_new,"new account please add/process the new boyer account as outlined by below [person] [email] new account investment account please provide contact information for your primary contact (e.g., name, phone"
1210643983021704,6,asset_class_asset class_missing,"updates updates [person] [email] updates missing attribute (e.g., asset class or sub-asset class) please provide more details on the missing attribute such as security type, security identifier etc. y"
1214119480337120,19,meeting_reminder_schedule_follow,schedule a review meeting with the sisters
1213347798570163,1,investment_private investment_new private_private,"new private investment [person], new private investment [person] [email] new private investment (series b) [client] , ltd. alternative venture [client] may 19, 2026 500000 please provide contact infor"
1210575297646437,0,account_accounts_new account_new,"new account please add/process the new boyer account as outlined by below [person] [email] new account investment account please provide contact information for your primary contact (e.g., name, phone"
1209941884870613,0,account_accounts_new account_new,"new account please add/process the new boyer account as outlined by below [person] [email] new account investment account please provide contact information for your primary contact (e.g., name, phone"
1209149913727007,3,excel_commitment_client_file,"reach out to [person] from armanino requesting the quarter's real asset entity cash flows in excel sample text for your email to [person]: hi [person], would you mind sending us a file of the real ass"
1212389408459179,11,k1_llc_lp_investments,reminder task: [client] and/or [person] if they'd like us to capture/store k-1s in [person] for unlinked direct deals ask [client] and [person] if they'd like us to capture/store k-1s in [person] for 
1208662633252812,12,loan_promissory_lender_loans,"new loan [employee] , new loan [employee] 

 [email] 

new loan

name of the promissory note.:
teal tuna to dcs

name of borrower.:
[person]

name of lender.:
teal tuna, llc

date of loan.:
dec 5, 202"
1208312866613850,5,person_update person_update_person person,please update [person]
1215175759430374,8,llc_person llc_series_preferred,"ellipse world, inc. – series b-2 down round / nav update hi team, one of our portfolio companies, ellipse world, inc., closed a series b-2 preferred stock financing on may 5, 2026 (stockholder consent"
1215153778434882,5,person_update person_update_person person,please update [person]
1215141128983277,14,performance_commentary_benchmark_return,general updates please investigate and verify what the return of cpi + 4% should be and if ccp has the proper benchmark displayed in for the report included as a photo attachment by [person] in the ta
1215065926151937,8,llc_person llc_series_preferred,"ellipse world, inc. – series b-2 down round / nav update hi team, one of our portfolio companies, ellipse world, inc., closed a series b-2 preferred stock financing on may 5, 2026 (stockholder consent"
1214461606972055,12,loan_promissory_lender_loans,"new loan [employee] , new loan [employee] 

 [email] 

new loan

name of the promissory note.:
teal tuna to dcs

name of borrower.:
[person]

name of lender.:
teal tuna, llc

date of loan.:
dec 5, 202"
1214637636669049,11,k1_llc_lp_investments,reminder task: [client] and/or [person] if they'd like us to capture/store k-1s in [person] for unlinked direct deals ask [client] and [person] if they'd like us to capture/store k-1s in [person] for 
1211979900165214,22,transfer_general updates_general_person,"general updates [person], general updates [person]

 [email] 

general updates

[person] holds an investment in his alternative investment account, [person] – private placements. the highcrest positio"
1213983776439186,20,update_valuations_30 2023_000,"please add a return of [client] for magdelena 6 of p$6,070,000, as of march 23th 2026. the latest valuation will be p$1,930,000. please add a return of [client] for magdelena 6 of p$6,070,000, as of m"
1211093161234526,0,account_accounts_new account_new,"new account please add/process the new boyer account as outlined by below [person] [email] new account investment account please provide contact information for your primary contact (e.g., name, phone"
1213615271936565,3,excel_commitment_client_file,"reach out to [person] from armanino requesting the quarter's real asset entity cash flows in excel sample text for your email to [person]: hi [person], would you mind sending us a file of the real ass"
1213729115161263,19,meeting_reminder_schedule_follow,schedule a review meeting with the sisters
1213683806817212,10,valuation_import_valuation update_update,valuation import | 2025-06-05
1213142001778577,1,investment_private investment_new private_private,"new private investment [person], new private investment [person] [email] new private investment (series b) [client] , ltd. alternative venture [client] may 19, 2026 500000 please provide contact infor"
1215150854410779,2,invoices_sent email_sent_email,prepare and send client invoices prepare all invoices by the last week of the month prior to the beginning of the new quarter. send invoices before the 1st. q1 invoices should be sent prior to january
1205064590869979,1,investment_private investment_new private_private,"new private investment [person], new private investment [person] [email] new private investment (series b) [client] , ltd. alternative venture [client] may 19, 2026 500000 please provide contact infor"
