task_id,text,proposed_class,confidence,avg_similarity,flag
1211939333409651,"reminder linked to task: please update 598 mortgage and 600 mortgage, in , using the statements linked in the task description bel",Distribution & Income Recording,0.42857142857142855,0.63605934,AUTO
1211958441861313,", please update the holding account numbers for the accounts outlined in the excel file in the task description for , please updat",New Account Onboarding,0.5714285714285714,0.57928896,AUTO
1211910490512821,please reference statement attached in task description below to update (gaba) for the [client] in . per chat with [person]/charle,Missing Data & Attributes,0.42857142857142855,0.61686975,AUTO
1211884664025259,"update mortgages, referencing statements [person] provided in task description below. 598 600",New Account Onboarding,0.5714285714285714,0.59151036,AUTO
1211862669241638,"general updates [person], general updates [person] [email] general updates remove albanese real estate mgmt rp, llc from .",New Private Investment Setup,0.42857142857142855,0.6192203,AUTO
1211863114667646,"general updates [person], general updates [person][email] 

general updates

the account with [person] was originally set up throu",New Account Onboarding,0.7142857142857143,0.68111235,AUTO
1211363148981427,"dfi legacy positions to be removed please see these views: 
 
 
 
 

we had discussed removing all references to the old dfi. i se",Position Cleanup & Deduplication,0.42857142857142855,0.503714,AUTO
1211851824144563,"general updates [person], general updates [person]

 [email] 

general updates

up the private investment in the value based accou",New Account Onboarding,1.0,0.70796114,AUTO
1210352738775661,please update the names of the securities in (column b) to match the names in [person] column a. see the spreadsheet attached. ple,Missing Data & Attributes,0.5714285714285714,0.6835599,AUTO
1211799369396567,make updates to monarch and oaktree as outlined in email/ info provided by [client] team in file provided in original email,Access & Permission Requests,0.14285714285714285,0.61627567,AUTO
1211276612624339,updates - see ben’s comments in the description box below no action required for items with 🚫 and ✅ some of the southstate bank fe,Missing Data & Attributes,0.42857142857142855,0.64671963,AUTO
1211547809098017,"general updates [person], general updates [person]

 [email] 

general updates

[person] holds an investment in his alternative in",New Private Investment Setup,0.7142857142857143,0.6343771,AUTO
1211483205452530,"please update [person] x3817 as to capture the shares purchased, per [person]'s email in task description",New Account Onboarding,0.42857142857142855,0.55984896,AUTO
1209230729149032,please make adjustments based on the updates in the email below re: frph share transfer please read the whole email thread in the ,Historical Data Backfill,0.42857142857142855,0.46762744,AUTO
1211183450234482,"please update advantage futures account xxxx2722 please see the excel linked reference the tab titled ""advantage new""
please model",New Account Onboarding,0.2857142857142857,0.58396894,AUTO
1210764816563927,"please update [person] with the changes indicated in columns e and g. please disregard the cells marked ""n/a,"" ""[person],"" and ""pe",New Account Onboarding,0.7142857142857143,0.64526594,AUTO
1211009602232471,follow up on [client] brokerage accounts - new from dec 2024 / jan 2025 per [person]: just following up … i now see dfr lifetime (,Recurring Data Maintenance & Audits,0.42857142857142855,0.56595224,AUTO
1211276528150376,"please update career karma to outrival, inc. (formerly career karma) in and also update the position owned by [person] 50/50 as ou",New Account Onboarding,0.2857142857142857,0.4658252,AUTO
1210654540447533,[person] and [person] with [person]'s latest values latest excel is saved,Commitment & Capital Call Tracking,0.5714285714285714,0.47434008,AUTO
1210619474752623,"updates updates [person] [email] updates data classification (e.g., misclassified transactions, etc.) we need to discuss the setup","Meetings, Reminders & Follow-ups",0.42857142857142855,0.6013259,AUTO
1211068350737233,please add information outlined within debt schedule attachment found in task below to [person] is the summary of debt obligation ,Debt & Lending Instruments,0.2857142857142857,0.5530578,AUTO
1211011706047942,please add the children’s trust to the grouping philip sole beneficiary trust and make sure that the 1999 trust is showing underne,Ownership & Trust Structure,0.5714285714285714,0.65343386,AUTO
1211094748572229,general updates general updates - please transfer mfg fund i and mfg fund ii - see details below [person] [email] general updates ,Ownership & Trust Structure,0.2857142857142857,0.6657765,AUTO
1211057838720824,please transfer illuminarium - john p diamond please see the transfer document also include the appropriate attributes and share t,Ownership & Trust Structure,0.2857142857142857,0.52626187,AUTO
1211066386370463,"please make the two updates requested in the email found in task description below to the "" [client] - balance sheet view"" in . em",New Account Onboarding,0.2857142857142857,0.63611615,AUTO
1210976473413038,"general updates dfi - updates [person] [email] general updates see attached. as you know, we've gone to great lengths to change ho",Missing Data & Attributes,0.5714285714285714,0.66140825,AUTO
1210931051713820,"please update raynor fund, lp (raynor fund security) [ [id] ] and [direct [id] ] please see the excel reference the tab titled ""cl",Security & Position Updates,0.42857142857142855,0.62804466,AUTO
1210643952133309,new financial account new financial account [person] [email] new financial account investment account dfi name of the account owne,Missing Data & Attributes,0.42857142857142855,0.60226935,AUTO
1210622071553207,"please transfer dfj mercury ii, lp (position [id] ) from 2020 revocable trust to samaritan foundation charitable trust as of 12/31",Ownership & Trust Structure,0.2857142857142857,0.57222563,AUTO
1210629526269531,"general updates general updates [person] [email] general updates please give our chief investment officer, [person], full access t","Meetings, Reminders & Follow-ups",0.42857142857142855,0.65599114,AUTO
1210319523148937,"general updates general updates [person] [email] general updates issue, regarding mrei v investors, lp.: the quarterly and annual ",Missing Data & Attributes,0.5714285714285714,0.64018744,AUTO
1210254895892195,general updates general updates [person] [email] general updates the attached distribution was receive on 1/24/24 and needs to be ,Contact & User Updates,0.2857142857142857,0.58775055,AUTO
1209850002539695,update master third party vendors document,Recurring Data Maintenance & Audits,0.2857142857142857,0.4287279,AUTO
1209899678431684,"=> issue that needs to be resolved this task was shared via email. from [person]: thanks. also, not sure if this has anything to d",Missing Data & Attributes,0.42857142857142855,0.58416194,AUTO
1209887414217696,follow up on 2024 pbc request - [client] a. [client] 2011 gift trust,Ownership & Trust Structure,0.2857142857142857,0.59624606,AUTO
1209687937296608,please work with [person] to determine the exact transfer dates of the privately held assets in the [client] family foundation (se,Ownership & Trust Structure,0.42857142857142855,0.6518397,AUTO
1207554323413384,"general updates [employee] [person], general updates [employee] [person] [email] general updates please connect all values to . al",New Account Onboarding,0.7142857142857143,0.68856144,AUTO
1209716388388775,please process the transfers below - see email thread,New Account Onboarding,0.42857142857142855,0.55002534,AUTO
1209733418793742,follow up on transition to cf,Missing Data & Attributes,0.2857142857142857,0.42503136,AUTO
1209672565584719,"updates updates [person] [email] updates data classification (e.g., misclassified transactions, etc.) pleaes remove any cash or ca",Missing Data & Attributes,0.42857142857142855,0.6631598,AUTO
1209636939669591,please look into adler iv distribution (position [id] ) on 2/14/25. this transaction should be transferred to direct owner [client,Distribution & Income Recording,0.42857142857142855,0.63102514,AUTO
1209609144231404,"updates updates [person] [email] updates data classification (e.g., misclassified transactions, etc.) medium priority",Missing Data & Attributes,0.42857142857142855,0.54578996,AUTO
1209443976506714,please transfer the investments below from the [client] 2015 [client] trust to the [client] gst non-exempt marital trust. transfer,Ownership & Trust Structure,0.42857142857142855,0.65792936,AUTO
1209583044407580,"updates updates [person] [email] updates data classification (e.g., misclassified transactions, etc.) there seems to be an issue w",Missing Data & Attributes,0.42857142857142855,0.5650597,AUTO
1209573306174450,"updates updates [person][email] updates data classification (e.g., misclassified transactions, etc.) the security 0 bohannon shoul",Missing Data & Attributes,0.5714285714285714,0.57523024,AUTO
1209335836742587,please update [person] with the corrections for ngp midstream indicated in the excel,New Account Onboarding,0.2857142857142857,0.55969584,AUTO
1207859466652859,there were two emails from [person] on sunday sent to the diamond support email titled “fund quaterly update”,Missing Data & Attributes,0.2857142857142857,0.51903963,AUTO
1209153478927176,please separate [client] 2003 gift trust in [client] portal view [client] 2003 gift trust rolls up to [person] and [person] as cli,Ownership & Trust Structure,0.5714285714285714,0.6063692,AUTO
1209131486009548,"please transfer in a private [client] position in (notes in description below) in the household for [client] , there is a security",Ownership & Trust Structure,0.7142857142857143,0.6533618,AUTO
1209071473217110,re-run the cta flow for dfo vault,Ownership & Trust Structure,0.2857142857142857,0.47272068,AUTO
1208662289988379,update sunfox investments,Missing Data & Attributes,0.42857142857142855,0.47321984,AUTO
1208280468286918,address [client] [client] variances in please see email for reference (subject: fw [client] - //statement tie out for january brok,Recurring Data Maintenance & Audits,0.42857142857142855,0.5505334,AUTO
1208118288687747,look into the recent registration renewals shared by the ca team,Recurring Data Maintenance & Audits,0.42857142857142855,0.4557178,AUTO
1207206951248877,update ' access remove aditya nagar,Position Cleanup & Deduplication,0.2857142857142857,0.4566954,AUTO
1203230862457615,schedule next budgeting meeting and collect 2017 gift trust payment,Recurring Data Maintenance & Audits,0.42857142857142855,0.47319618,AUTO
1204931203793930,audit family foundation data in and remove texas advantage bank,New Account Onboarding,0.42857142857142855,0.5128587,AUTO
