topic_id,task_id,text
0,1213813173691912,general updates please investigate why greg & account ending in 8251 is not not showing the correct value in greg & [email] general updates the account x8251 is not not showing the correct value in . 
0,1213813352465882,general updates please investigate why greg & fixed annuity account ending in 6479 is not showing any value in . greg & [email] general updates the account x6479 is a fixed annuity acc. it is not show
0,1213503530817814,be on lookout for new accounts for llog
0,1210575297646437,perform an audit to ensure all accounts are online/feeding
0,1209941884870613,perform an audit to ensure all accounts are online/feeding at the start of every year we reach out to the bankers to request a list of all accounts - open or closed so we can update [person] as needed
0,1211093161234526,please assist with linking this checking account to team confirmed that we now have inquiry access account number: [id] account owner: call to action foundation
0,1214952778813347,review accounts on vs online profile review accounts on my profile ensure accounts are feeding
0,1214659223695028,investigate cadence bank/ account showing up
0,1215017456918219,"new account please create the new account as outlined below by for [person] [email] new account investment account please provide contact information for your primary contact (e.g., name, phone number"
0,1215015700731700,"new account please create the new account as outlined by below for [person] [email] new account investment account please provide contact information for your primary contact (e.g., name, phone number"
0,1214977919481495,"general updates for [person], please add the following accts noted in the task description below as value based. three are annuities, and one is a liability. would like the annuity product listed inst"
0,1214842771795205,"general updates [person], general updates [person] [email] general updates see attached photos - we need to figure out why itd return values are showing as negative in these accounts when they are jus"
0,1214824900380896,"new account please create the new accounts as outlined by in the excel file attached [email] new account investment account please provide contact information for your primary contact (e.g., name, pho"
0,1210687315810550,please add account wrapper and transfer out for accounts please see the screenshot above.
0,1214744829428848,"general updates please update the value based account in for the cai family as of 04/30 [person], as outlined by below [person] [email] general updates pls update the value based account in as of 04/3"
0,1214643951216104,check on new account number to be fed into ( 663-061260) for gdg
0,1214642614944533,"general updates please identify the best/proper avenue in to set up the account in the statement attached below for [person] and proceed with adding the account. per below, she tried to add herself, b"
0,1213971532523427,value base - coinbase account
0,1214433111999668,"new account please add the new account for thompson, as outlined by below thompson [email] new account investment account please provide contact information for your primary contact (e.g., name, phone"
0,1214212587464671,"new account add accounts below to and [person] feed [person] [email] new account investment account segment please provide contact information for your primary contact (e.g., name, phone number, and e"
0,1214229768613297,"new account please add the new account for beyer, as outlined below by [person] [email] new account investment account please provide contact information for your primary contact (e.g., name, phone nu"
0,1214264915138068,"general updates [person], general updates [person]

 [email] 

general updates

there are four frost accounts that fell through the cracks in our initial onboarding upload... 2 for bcod and 2 for wdp."
0,1213728540396166,"please update [person] frost bank kjb personal checking (xxxxx5695) account, referencing the march 2026 statement provided by [person] see the statement provided for [person] frost bank kjb personal c"
0,1214205255879934,"new account please add the new account for as outlined below by [person] [email] new account investment account please provide contact information for your primary contact (e.g., name, phone number, a"
0,1214151651300393,general updates please update the daf account in for the cai family as outlined below by [person] [email] general updates please update the daf account
0,1214079717721337,please rename wrapper accounts please rename wrapper accounts to the new names specified in this file:
0,1214118328908755,"new account please add the new account for [person] as outlined below by [person] [email] new account investment account please provide contact information for your primary contact (e.g., name, phone "
1,1215185759387529,"general updates [person], general updates [person] [email] general updates we have received updates for [person], a private investment under amplitude [client] , llc - private placements. enter the fo"
1,1215173880971150,"new private investment please add the new private investment for as outlined below by . name of new private investment: texas real estate fund i, lp [client] [email] new private investment texas real "
1,1215063585318901,"new private investment [person], new private investment [person] [email] new private investment (series b) [client] , ltd. alternative venture [client] may 19, 2026 500000 please provide contact infor"
1,1214752837873531,[client] private investment update
1,1214745112031886,[person] family private investment update
1,1214708662146508,camp family private investment update
1,1214081042673537,b bayer bbb trust
1,1214081042673526,private investments that has vintage year missing.
1,1213962581925580,separate micro cap deals from pm operating ltd (merge) into a separate entity called pm operating ltd micro cap please see the original email below. the intended outcome for this request is the follow
1,1213800796040989,"camp family: [client] , lp final distribution"
1,1213725163042141,"camp and [person] family pt, attributes, transactions"
1,1213525837952076,"the plazas at cinco southwest, ltd. - sale proceeds"
1,1213367946004329,b. beyer security research
1,1213116370192760,madden family private investment update
1,1212808650565696,"new private placement,attributes, transactions"
1,1212738689619764,"new private investments ,attributes and transactions"
1,1212713168368057,d beyer privates update
1,1214977806561258,evaluate and update investments associated with kemah pr investments llc
1,1213347798570163,viking partner fund research
1,1213142001778577,please merge or mirror the active/inactive; unrealized/realized attributes to consistently be active/realized and advise if all alternative investments can be designated as active or realized automati
1,1205064590869979,"gather more details on aaa new investments wrath type insurance put astros in special type of policy what type of policy is it? - life insurance policy, (ilit) - check with [person] about [person] (sp"
1,1212480581791861,"please add the real estate deals and include the valuations indicated in the spreadsheet. see the link in the description box, and please include asset class [real asset] the sub-asset class [real est"
1,1203449515022451,complete the foundation formation
1,1213875151434505,"please update notes receivable in for below with the interest transactions in the excel mccilli farms
[person] 2018 south dakota
august west
botany bay hilltop villas
dic europe & dic kgaa bonds (foru"
1,1215063707652446,"new private investment [person], new private investment [person] [email] new private investment ares core infrastructure fund (aci) [person] alternative other infrastructure / real assets may 31, 2026"
1,1214868128480966,new private investment
1,1214819899491146,"new private investment please create a new position under [client] assets lp [ [id] ]. the new positions name is: cervin venture opportunities fund 2025 lp tejal [client] 

 [email] 

new private inve"
1,1214759874722628,"new private investment please create a new position in called: geninnov funds ltd (us) lp
the direct owner is [client] assets lp [ [id] ] tejal [client] [email] new private investment geninnov funds l"
1,1214746938248331,"new private investment please add the new private investment for [client] as outlined by below. name of new investment: texas real estate fund managers for tref i, lp [client] [email] new private inve"
1,1214659153970622,"new private investment please add the new private investment, multiple investments, as outlined by below [email] new private investment multiple investments multiple clients alternative other please s"
1,1214644022564197,[person] private investment update
1,1214611591870771,"traspaso de $324,812.60 a cedarwood estates v-077 [person] create a new position called: cedarwood estates v-077 

with a commitment and contribution amount of $324,812.60, as of 05/05/2026. 

note: t"
1,1214402064288323,"new private investment please create a new position in , under direct owner [client] assets lp [ [id] ]. the name of this new position to be created is: geninnov funds ltd (us)lp tejal [client] [email"
1,1214202930986419,"[client] venture private investment performance research, follow up from meeting"
1,1214366877985058,camp private investment udpate
1,1214143732463497,new private investment please create a new position in named: xspan inc with the direct owner being [person] [client] llc tejal [client] [email] new private investment xspan inc mockingbird [client] l
1,1214157981001833,"new private investment please create a new position in named ace green recycle, under the direct owner [person] and [person] [client] foundation tejal [client] [email] new private investment ace green"
1,1214143389800553,new private investment please create a new position in named: scf -xi lp with the direct owner being [client] assets lp. tejal [client] [email] new private investment scf -xi lp [client] assets lp alt
1,1214086563450175,"please create a security wrapper for lendable opportunities fund [ [id] ] and lendable opportunities fund class b [ [id] ], using the security wrapper name lendable opportunities fund please create a "
1,1214066589624018,"new private investment please add the new private investment for camp as outlined by below camp [email] new private investment houston bank & trust multiple clients alternative private equity apr 6, 2"
1,1214050740190062,"general updates please create the appropriate holding account for m-m [client] , which is owned by madden & madden, llc (currently, under the view ma audit, the position shows up under directly owned)"
1,1214044816849214,follow up on unclassified securities
1,1213986125832273,"new private investment add new investment: 521 sixth venture, llc [person] [email] new private investment 521 sixth venture, llc [client] ii lp alternative real estate please provide contact informati"
1,1213999679300425,cherry private investment update
1,1213982818559985,"new private investment create new private investment: iom 92 gp units [person]

 [email] 

new private investment

iom 92 gp units

 [client] ii lp

alternative

other

this is a secondary purchase of"
1,1213958757535584,"new private investment please update the new private investments as outlined in the attached is the file with all relevant attributes, noted by [person], below [person] [email] new private investment "
1,1213876602685715,"follow up on new private equity fund - kinderhook strategic opportunities fund i, l.p."
1,1213904502889585,unknown securities
1,1213890242850375,apply managed in /archlabs attribute to [client] private investments
1,1213740331362573,"please [client] anc orchard [client] , llc as realized per [person], please [client] anc orchard [client] , llc as realized. it is not an active investment.  it's fully realized and closed out in dec."
2,1215135664087151,daily task: cost basis
2,1214081042673531,ccp billing review for new client
2,1214068138663282,billing discussion with [person]
2,1213725163169450,[client] billing review
2,1213232249669904,change all instances of russell 3000 total return
2,1207235061266622,"confirm with that all data is ready for monthly recurring tasks: 1. need to update cost basis data (see below), 2. need to review asset class attribute, 3. need to review [client] asset class attribut"
2,1213609087203339,prepare and send client invoices prepare all invoices by the last week of the month prior to the beginning of the new quarter. send invoices before the 1st. q1 invoices should be sent prior to january
2,1215150854410779,check all [person] [client] calls please check the tasks in [person] and confirm contributions in [person] with activity in [client] 's account. once it is verified that a [client] call has been funde
2,1215150969373718,"check all [person] [client] calls review [client] calls for the week. if not marked as complete, reach out to client to confirm payment.
11.28.25 — reach out to and confirm to [client] the [client] ca"
2,1214696351843954,"confirm with armanino that all data is ready for monthly recurring tasks: 1. need to update cost basis data (see below), 2. need to review asset class attribute, 3. need to review [client] asset class"
2,1214696167761739,"download cost basis data and ensure asset classes are properly documented monthly recurring tasks: 1. need to update cost basis data (see below), 2. need to review asset class attribute, 3. need to re"
2,1214563666217590,"please update cost basis for [client] monthly recurring tasks: 1. need to update cost basis data (see below), 2. need to review asset class attribute, 3. need to review [client] asset class attribute,"
2,1215150936632837,"check all [person] [client] calls please check the tasks section in [person]. if there are pending [client] calls, please verify with the activity in [client] 's account prior to marking the [client] "
2,1213975671111759,create invoices(do not send) for cls and sg in bill.com and [client] them as paid as soon as payment is received q425 and q126 invoices have been created already.
2,1211987692562804,"order client christmas gifts from chukar cherries update last years gift list to include new clients. access list 
reach out to:
[person][email]"
2,1209703177104676,request and statements from the client the client sends statements via email. please save them in the specific folders within the folder the password for the statement is the same; has access to it.
2,1208852644480281,ask to pay all credit card balances in full by 1st and 15th of each month double check all account balances before requesting the team to pay off credit cards.
2,1208169653522213,check all [person] [client] calls
2,1208169208688050,"check all [person] [client] calls review [client] calls for the week. if not marked as complete, reach out to client to confirm payment."
2,1207966484847963,process [client] co payroll
2,1208162705015389,"check [client] calls include entity, security, amount and due date
review [client] calls for the week. if not marked as complete, reach out to client to confirm payment."
2,1207923936464487,request [person]'s phone bill from richfield the bill is received at richfield on the last week of each month.
2,1214960261110182,[person] llc billing
2,1214516551932935,general updates please investigate [person]'s [person] question [person] [email] general updates we are paying a byallaccounts subscription fee to . i recall that byallaccounts was not the best servic
2,1214273334071375,billing audit with [person]
2,1213838580685396,ccp billing workflow review and optimization
2,1213633621968354,call with [employee]
2,1213028947733933,statement upload for [client] account
2,1212985248319775,[client] call - rhone payment
2,1212722340353803,"confirm that alion group limited wollef iii, l.p. [client] call for $10,000, due jan. 22, 2026 has been/ will be paid"
2,1212780503759764,sidekick [client] 3qp lp
2,1212710972429809,[client] debt update
2,1212683092464011,[client] q1 bill run and validation
2,1211428021061828,"please reach out to [client] regarding our invoice for q425 following our conversation with arn and rln, we will reach out to the client to inquire when they would like to receive the q425 invoice (de"
2,1212320507216788,please upload statements please save statements
2,1211974211787031,debt update for [client]
2,1211211175949139,"confirm with armanino that all data is ready for monthly recurring tasks: 1. need to update cost basis data (see below), 2. need to review asset class attribute, 3. need to review [client] asset class"
2,1210980774606427,"confirm with armanino that all data is ready for monthly recurring tasks: 1. need to update cost basis data (see below), 2. need to review asset class attribute, 3. need to review [client] asset class"
2,1211067742333527,"[client] calls in hi [employee] ! i hope you are doing well. i'm not sure who to assign this to, but we had a meeting with [person] and [person] and the attached [client] call came up in the meeting. "
2,1210811205355761,double check bill.com for unpaid invoices - automatic reminders go out on 7/20
2,1210709326326590,create invoices(do not send) for cls and sg in bill.com and [client] them as paid as soon as payment is received
2,1210453294210837,"download cost basis data and ensure asset classes are properly documented monthly recurring tasks: 1. need to update cost basis data (see below), 2. need to review asset class attribute, 3. need to re"
2,1209847964494532,prepare and send client invoices prepare all invoices by the last week of the month prior to the beginning of the new quarter. send invoices before the 1st. q1 invoices should be sent prior to january
2,1210641920319464,reach out to the following to updated the on our new billing process
2,1210632095443900,downgrade bill.com users from 3 to 2 free trial ends on 7/5/25
2,1210583032705733,"general updates general updates [person]

 [email] 

general updates

hello team! in [person] we had a [client] call for [person] which we paid and marked as complete. [person] has since restated the "
2,1210525024591323,remind about the q225 invoice
2,1210413391245229,"send invoices to w3, and fj"
2,1209883792183818,send teal tuna loc statement
2,1209849359777083,"send 400 n marine evernote statement to & prior period/month statement received at the end of following month. for example, statement for period 12/12/23 - 01/11/24 was received 01/29/24."
3,1214625388150102,cash issue in report
3,1213015471069489,investigate any net cash flow issues
3,1212609852618962,[client] commitment upload
3,1212419572152817,fj committment upload
3,1209051950860014,please look into a rule we can implement that flags a deal in which has paid-in [client] that is 20% greater than the commitment amount
3,1204789599626515,begin gathering data for june estimated taxes
3,1214974220574177,"please review the attached weekly update 03/29/26 and member [client] roll-forward excel files in the task description below, making updates as appropriate weekly update 03/29/26 file provided by [per"
3,1214142605760159,please reference the excel file in my comment below and compare the data that [person] has provided with the corresponding data in and flag/ note any differences
3,1209149913727007,"create a monthly data pull from [person] [client] project and pull all data into excel - save the file here (see description) i just need the following fields in this excel extract:

 existing users
 "
3,1213615271936565,"please assist with completing the [person] historical statement backfill template for for 3 [client] (north haven, kkr dislocation, and avenue (aessf iii) please assist with completing the [person] im"
3,1212341919935723,"please create these deals in . see the file linked in the description box update: please replace the previously added deals via the excel and update with the line items below: little river o&g: $55,00"
3,1214064496861428,begin gathering data for april estimated taxes
3,1214052266710374,"reach out to [person] from armanino requesting the quarter's real asset entity cash flows in excel sample text for your email to [person]: hi [person], would you mind sending us a file of the real ass"
3,1213969811285677,"complete the excel file for c. [client] 's quarterly tax estimates this is a recurring quarterly task that we assist [client] with. in short, we help to gather account account values/details on a quar"
3,1213441784725087,unfunded commitment adjustments for [client] - annual activity we plan to do this exercise once annually in january to update unfunded commitment amounts for private [client] for [client] . below is t
3,1212844242942285,begin gathering data for january estimated taxes
3,1211320063001265,begin gathering data for september estimated taxes
3,1214909962896117,"general updates please investigate why the commitments noted by [person] below, do not show in the commitment column but they do show in the unfunded column [person]

 [email] 

general updates

why d"
3,1214427680765995,"please add two outgoing wire transactions for the rad $20 million loc please add two transactions to rad $20 million loc:
 $13,000,000 as of 04/13/2026 for outgoing wire
 $3,000,000 as of 04/27/2026 f"
3,1214523423730795,follow up on - cash transactions 4/30/26
3,1214079549751618,"please review this excel and upload any new valuations and cash flows into [person] or [person] (please call with any questions) please review this excel: on the sheet called ""valuation updates"" pleas"
3,1213982807829068,"please update the valuation dates on the transactions outlined within the attached excel file for [client] community [client] hi please reference the following excel file when making these updates.

t"
3,1214086098469536,"please update the trade date and valuation amounts for the 7 positions noted in the excel file in the task description below excel file to reference here: 

please only reference columns b, f, and g, "
3,1214044830121334,please update stone x 2026 vales shown ytd in spreadsheet attached to task
3,1213976188517571,update the nda year field annually and reupload to the webform
3,1208398480962238,"evaluate [client] report and compare historical transactions against underlying data set in particular, look at the following:
 why [person] is missing
 mcnally [client] resourcing cash flows do not a"
3,1213920951828655,follow up on - cash transactions 3/31/26
3,1213849148896885,"complete the excel file for c. [client] 's quarterly tax estimates this is a recurring quarterly task that we assist [client] with. in short, we help to gather account account values/details on a quar"
3,1213826776433859,please add the two investments as outlined below in task description please add the two value based investments as outlined below: please add under [person] () [ [id] ] investment name: 575 fifth owne
3,1213803868044218,"please add a commitment transaction for the amount of mxn6,000,000 as of march 18, 2026 please add a [client] call (commitment) transaction for the amount of mxn6,000,000 as of march 18, 2026."
3,1213609147785642,please update stone x 2026 ytd values please update the values as outlined by [person] in the excel file attached below. thank you!
3,1213618101569852,"follow up on kesa - fermworx please update the total commitment ( and ), paid in [client] (add [client] call to ), and update nav () all changes should be as of 2/28/26."
3,1212478574997061,please ensure that the 9/30 mariner files are imported into () please import the following 9/30 files from mariner into [client] (): transactions import [person] q3 2025: positions valuations import -
3,1212354200739437,please update/add the valuations for the positions outlined in the excel file within the task description below please see excel file with valuations to add/update
3,1213342399599538,please reclassify the realized alternatives as outlined by [person] in the excel file found in the task description below please reclassify the realized alternatives as noted by [person] within the sp
3,1213318710194663,projected cash flow review
3,1213102828372437,"please reach out to [person] from armanino requesting the latest real asset entity cash flows in excel sample text for your email to [person]: hi [person], would you mind sending us a file of the real"
3,1213067891542528,follow up on - cash transactions 1/31/26
3,1212993240968371,"please reach out to [person] from armanino requesting the latest real asset entity cash flows in excel sample text for your email to [person]: 

hi [person], would you mind sending us a file of the re"
3,1212661275873517,make sure all transactions in [person]'s excel file have been uploaded
3,1211302006649300,"please review the excel linked below. compare with the data we have in , include any missing cashflows for sokolak [client] real assets please access excel review all three tabs, august west, flr and "
3,1212421943552445,please inspect unfunded commitment in against what is in [person] we can discuss later today!
3,1205538026541780,please evaluate these excels and try and compare cash flows in the excel history against what’s in (details below) we are attempting to validate data for [legal entity = fj investments]. please use th
3,1212667441414693,[client] plexxar unit #1 - umc sale
3,1212531617180020,solovis data validation project view to reference (fjm data validation view): sk excel file to reference here: ln excel file to reference here: overview of what to do: sk to review orange tab only val
3,1212534783025742,please link the deals in this view that exist in [person] to link to view:
3,1212259690332067,check excel files to confirm transactions are in . other 6/30 files to confirm
3,1212305542394972,"review cash transactions 11/30/25 file sent my [person], making sure all are shown in / cross reference nov. transactions outlined on excel file provided by [person], to ensure they are in /."
3,1212257732272609,elavi series a transaction documents
3,1211869149288809,cash transactions for fj for october (10/31/25) file provided by [person] in email reference.
4,1213528233402401,access request - sandesh reviewing case [person] user access (set up through [email] ) api credentials (set up through [email] ) and with administrative api access role (see pdf attached) should be sa
4,1213609853058937,please update the advisor directory for all relevant clients link to the file data table in : link to the target outcome (firm view in ):
4,1214910230701440,next steps for new [person] client: [person] uploaded and mentioned in email below here:
4,1214914715588235,files to [person]
4,1214777420310628,make sure [person] has the proper access they need
4,1214414844793771,"[person] permission check, target allocation research"
4,1214403144897069,look into fiamma's access
4,1213890001913290,[client] accounts - chm/[person]
4,1214050746805800,"general updates [person], general updates [person] [email] general updates trying to create a contact for [client] shoberg in so that he can be granted portal access to his own portfolio. i get errors"
4,1214009873217484,give access to two new rkl teammates once [person] confirms access level & add new [client]
4,1213721674634397,"remove access to all programs on 3/30/2026 for [person], [person], and [person] per [person]: [person], [person] and [person]’s last day is 3/31/2026. we would like to remove access to all programs on"
4,1213900880845845,"give [person] access to the folder outlined below by [person] asked for assistance with this, as i do not have access to the [client] instance"
4,1213900141191284,"follow up on access to a folder for [person] dear [employee] and [employee] , please give [person] access to the folder below: z:\shared\general\ [client] llc\independent contractor-service agreements"
4,1209365777935485,begin box - > migration
4,1213848810546703,follow up on access
4,1213828565499083,give [person] and access to [person] and [person]
4,1213826833127925,[person] permissions once [person] approves [person] and [person] once permission are updated.
4,1213796962476229,reset [person]'s access
4,1213557227580267,"give [person] from rkl access to platforms, once [person] confirms which ones"
4,1213615681234792,"[person] up , and access"
4,1213615617864637,[person] storage
4,1213539255911368,add branding permission to power user per sams request
4,1213456323467126,general updates new user request [person] [email] general updates please grant vault access to and all permissions to [person]. [person] will need the same profile access as [person] and i. not urgent
4,1213393673088784,wrap [client] accounts
4,1211992861870843,manage case for [person]
4,1212891676722528,[person] for [client]
4,1213124810663589,account name addition - [client]
4,1212831278868769,make sure [person] and [person] have full access
4,1213017640782801,link [client] accounts
4,1207207404076360,continue migrating files in workplace to . next batch is ready. let's discuss.
4,1212778491877270,please add/ update [person] for [client] to reflect the following [client] outlined below by [person] in his email
4,1212632700100705,[client] account issue
4,1212620501187375,"add entity id for iceberg, then [client] task complete, reply to [person]"
4,1212536317725265,[client] [person] for stromboli
4,1212385804899189,grant patrizia access once green light received from [person]
4,1212344978531223,add to [person] - [client]
4,1212398119246481,lime rock files for [person]
4,1212389409300364,osorno delete security and [person] task
4,1211399335512783,sc permission requests please modify access.
4,1211428021061839,"client contact cheat sheet household point of contact [client] [person], [person] and [person]
yes (aaa environment)
yes
yes
yes
no [client] [person]
yes
yes
yes
yes
no [client] [person]
yes
no
yes
ye"
4,1211985677958889,please add [person] as a new user to the [client] client portal in [person] email address is as follows: [email]
4,1211985569864878,"[person] access request for , , [person] for [client]"
4,1211996083703054,blue owl [client] account [client]
4,1211987756332568,reach out to to set up time to assist with [person]'s access
4,1210357140196013,[person] 3 accounts for [client]
4,1211796105749142,check back in with [person] at mv to see if she can access [person]
4,1211795723573000,[client] - uk accounts
4,1211735661250579,general updates general updates [person] [email] general updates i'm having a hard tie understanding how the new accounts are permissioned in . i used to permission them into an specific account. it a
4,1211786419609795,create new and user ids for meredith & jill as outlined by [client] [person] - [email] [person] - [email]
4,1211614617094913,create logins for users [client] requested
5,1215032336803960,st. [person] transactions backfill
5,1214807520119272,[person] and value based securities
5,1214790191549357,[person] drop statement
5,1214714253737385,[person] update
5,1213986359615404,give [person] to power of one lp group
5,1213557700037478,"[person] audit/update, valuation update"
5,1213525837952071,[person] valuation update
5,1213204585736114,[person] 401k update
5,1213144730263264,[person] updates needed
5,1212927015176581,[person]. m private update
5,1215032336803984,[person] account troubleshoot
5,1208312866613850,evaluate email on data issue for [client] account at there are two attachments [person] shared in her email (see below). both documents are in . here you go: document 1: document 2: call with any ques
5,1215153778434882,follow up on x bge - user reset (fiamma)
5,1213889113898891,review list of users in [person] to ensure this users are up to date. list of current users is saved
5,1215055740969424,"general updates korell, general updates korell

 [email] 

general updates

please update [person]. see statement attached"
5,1215081593926932,[person] ( task follow up
5,1213917561104582,[person] and valuation update
5,1214202930986402,[person] privates update
5,1214202930986397,[person] - another update
5,1214143273804847,"[person] new pi, attributes and transactions"
5,1214118289266986,investigate why [person] [client] [client] history is trimmed at 6/30/25 need to compare [person] history with what is in [person] and [person]. name changed and now it appears as though the history m
5,1214050866728244,[person] changes
5,1213986334791980,[person] - 401(k) statement
5,1213560771772436,"[client] [person], vba , valuation and attribute"
5,1213485474857742,[person] q4 statement
5,1213422703456421,[person] transactions update
5,1212981873073287,follow up on horizon kinetics equity opportunity fund updates and [person]
5,1213195907035820,[person] performance research
5,1212678700722471,review outstanding action items for llog at per [person]' email in task description below
5,1212949420959359,re: edits to & max has requested to make the following changes/additions to and [person] (see below for details)
5,1212550818298004,[person] statements upload
5,1212993792691276,create new user accounts in [person] and [person] for [person] at fj
5,1212951545849594,"kindly process the updates below, where @kavin is tagged. please let me know if there are questions! kindly see the update requests from [person] i will tag you in each.

thank you for everything, as "
5,1212808522182551,[person] traditional returns
5,1212828262882555,[person] to novo reorg
5,1208398480962254,update [person]'s structure
5,1212832377801547,divergent series e | [person]
5,1212817485734676,[person] end of year valuation
5,1212683095285754,[person] statements
5,1212406407773096,[client] upload of historical data from [person]
5,1212590872534297,new offline accounts and vba's for [person]
5,1212506153821257,[person] and [person] update
5,1212481014658720,[person] account
5,1212366105294323,[person] year-end meeting - updates
5,1212382917899403,reach out to [person] regarding [person]'s follow digest for 12/10/2025 question
5,1212321494238220,[person] valuation date not showing up
5,1212312395194820,[person] from fj up
5,1212293302750855,parachute name update updated name in to full name as per [person]
5,1212050138397837,create account for [person]
5,1211840314569285,"rkl accounts data upload hi team, creating this task for rkl data upload. the links are below, once [person] ([person]) uploads files on to these folders, you are good to get started on this. these fo"
6,1215180179450275,general updates [person] updates [person] [email] general updates 1) the real estate asset (versalles) was sold and the mortgage in banamex was paid in full on may 16th. please remove these two asset/
6,1213812350630599,please create a workflow to detect when the name of the security in does not match the security master profile name new workflow request hey this workflow request came up when [person] identified a po
6,1214306515674505,missing asset sub-class attribute
6,1213740310715728,automation for adv aum using [client] style and ma model
6,1213572885228872,new fathawk accounts and attributes
6,1212932199776343,analysis of 4 attributes
6,1213812932226305,"[person] attributes for custom attribute purge once [employee] and i get access to attributes in , only download customs. then, upload to . then, send [person] this list, ask them if they want to keep"
6,1214368546950161,"please create a custom attribute (see details) hi team, please create a formulaic custom attribute that says when asm security name does not equal security original name, then toggle a field called ""n"
6,1210643983021704,"updates updates [person] [email] updates missing attribute (e.g., asset class or sub-asset class)
data classification (e.g., misclassified transactions, etc.) please provide more details on the missin"
6,1214714253737364,fixed income is incorrectly represented at 30% in the fji portfolio
6,1214659218636592,new view - asset classes with updated marks
6,1214472515936664,[client] asset sub-class automation
6,1214633415058107,follow up on do you know if and how i can add custom tags (#) for documents in ?
6,1214576692951650,ma asset class attribute mapping change
6,1214549802856594,[client] ma asset sub class for [client] automation
6,1214237526987410,"general updates [person], report showing no data available [person] [email] general updates i am trying to run a report using a navigator projection. i have taken the following steps to trouble shoot:"
6,1214081042673521,ma acct type attribute
6,1213141895053908,"please review [person] to update any ""unknowns"" and have the jsd attributes mirror the recently created attributes, per [person]'s email below. please review [person] to update any ""unknowns"" and have"
6,1207763087092699,asset class unknown import and new population
6,1212592735215091,[client] merge attribute import please see the working attributes by position mapping sheet here:
6,1211363712096261,"attribute update need to check whether or no the attribues are already created, if they are we just need to upload attribute using correct entity id's from the mapping file, if not create attribute an"
6,1212363206116919,follow up on unrealized gain view for taxes there are some securities which are showing dashes for market cap and/or market cap ($). could you please look into how these attributes are defined and let
6,1213814840213515,please investigate why [person] cannot sort his portfolio investments view and why there are dashes/missing information that is preventing him from viewing totals in regard to [person]'s email about t
6,1213736597613159,"please submit a ticket to the support team in regard to the environment, to request their usage report for attributes hi [employee] asked me to create this task for you, as i believe you did something"
6,1213764051739822,missing attributes online accounts
6,1213756817336011,use the new [client] asset and sub asset class attributes in reports/dashboards
6,1213720629125665,"please update the asset classes from unclassified to the following positions under [client] (eww * - equity) (nflx * - equity) (floa n - fixed income [client] ), as outlined by in his email below plea"
6,1213620019640364,follow up on summit fixed income corrections please investigate the [client] in [client] ’s email
6,1213633621968359,[client] asset class automation and private investment attribute upload
